96 96
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
73 56 49
72 55 47
69 51 45
65 48 43
65 48 43
65 48 43
73 51 45
110 65 54
106 63 53
109 66 54
112 91 67
109 90 66
112 94 69
99 91 71
98 90 70
99 95 77
68 76 87
67 72 82
67 74 85
65 51 49
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
65 48 43
68 51 44
74 56 48
80 62 54
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
77 59 51
72 55 48
67 50 44
66 49 44
66 49 44
66 49 44
66 49 44
75 52 46
120 68 56
116 66 55
119 69 57
123 101 70
120 99 69
122 103 72
106 100 77
105 99 76
106 103 83
69 81 95
68 78 91
68 79 94
67 53 50
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
66 49 44
71 53 47
75 57 49
74 56 49
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
76 57 50
72 54 47
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
77 54 47
129 70 58
126 69 57
128 72 59
132 110 73
130 108 72
132 112 75
113 110 82
112 109 82
112 112 88
70 86 103
69 83 99
69 84 102
68 55 52
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
68 51 45
70 53 47
77 59 51
74 56 49
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
86 68 58
72 54 48
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
79 55 48
138 71 59
135 70 58
137 73 59
143 118 74
140 117 73
142 120 76
120 118 88
119 118 87
118 120 93
71 91 111
70 88 108
70 89 110
70 56 53
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
70 53 47
71 53 47
77 59 51
76 57 50
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
88 68 57
74 56 50
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
81 56 50
147 72 60
144 71 59
146 75 61
153 127 74
151 126 73
151 129 76
126 128 93
125 127 92
124 128 98
72 95 118
71 92 115
71 93 117
72 58 54
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
72 54 48
73 55 49
80 61 53
78 60 52
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
84 65 56
77 59 52
74 56 49
74 56 50
74 56 50
74 56 49
74 56 50
74 56 50
74 56 50
74 56 49
74 56 50
83 58 51
156 72 61
153 72 60
155 76 61
162 135 74
160 134 73
160 137 76
132 136 97
132 135 96
129 136 102
72 100 125
72 97 123
71 98 124
74 59 56
74 56 50
74 56 49
74 56 50
74 56 50
74 56 50
74 56 49
74 56 50
74 56 50
74 56 49
74 56 50
74 56 50
74 56 49
74 56 50
74 56 50
74 56 49
74 56 50
74 56 50
74 56 49
74 56 50
74 56 50
74 56 49
74 56 50
74 56 50
74 56 49
74 56 50
74 56 50
74 56 49
74 56 50
74 56 49
74 56 50
74 56 50
74 56 49
74 56 50
74 56 50
74 56 49
74 56 50
74 56 50
74 56 49
74 56 50
74 56 50
74 56 49
74 56 50
74 56 50
74 56 49
74 56 50
70 52 47
59 44 39
53 39 34
53 39 34
53 39 34
53 39 34
53 39 34
53 39 34
53 39 34
57 42 37
67 50 44
74 56 50
74 56 50
74 56 49
74 56 50
74 56 50
74 56 49
74 56 50
76 58 51
84 65 56
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
83 65 56
81 62 54
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
85 59 52
164 72 61
161 71 61
163 75 61
171 143 73
169 142 72
169 144 75
137 144 101
137 143 100
134 143 105
72 103 133
72 101 131
71 102 132
76 60 57
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
75 57 51
46 33 29
23 14 11
18 10 8
18 10 8
18 10 8
18 10 8
18 10 8
18 10 8
18 10 8
18 10 8
18 9 7
20 12 9
38 26 23
71 53 47
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
76 57 51
80 60 53
83 63 55
0 0 0
0 0 0
0 0 0
0 0 0
84 64 56
78 60 53
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
87 60 53
172 71 60
170 70 59
172 75 60
181 150 70
179 149 69
179 151 73
143 152 105
142 152 104
139 151 108
72 107 140
71 105 138
71 105 139
77 62 58
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
76 57 51
36 24 21
20 11 8
20 11 9
20 12 9
16 9 7
9 5 4
5 3 2
4 3 2
4 3 3
7 4 3
14 8 6
20 11 9
20 11 9
20 11 9
26 16 13
69 52 46
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
78 59 52
86 66 58
84 64 56
0 0 0
0 0 0
85 65 57
83 64 56
80 61 54
80 61 54
79 61 54
80 61 54
80 61 54
79 61 54
80 61 54
80 61 54
80 61 54
79 61 54
80 61 54
90 62 54
181 69 59
178 69 59
180 74 60
190 158 66
188 156 66
187 158 69
147 160 108
147 159 108
143 158 112
72 110 146
72 109 145
71 109 145
79 64 60
80 61 54
79 61 54
80 61 54
80 61 54
80 61 54
79 61 54
80 61 54
80 61 54
79 61 54
80 61 54
80 61 54
79 61 54
80 61 54
80 61 54
79 61 54
80 61 54
80 61 54
79 61 54
80 61 54
80 61 54
79 61 54
80 61 54
80 61 54
79 61 54
80 61 54
80 61 54
79 61 54
80 61 54
79 61 54
80 61 54
80 61 54
79 61 54
80 61 54
80 61 54
79 61 54
80 61 54
80 61 54
79 61 54
80 61 54
80 61 54
79 61 54
80 61 54
49 35 30
22 12 9
22 12 10
20 11 9
8 5 4
3 2 3
5 4 4
6 6 6
7 7 7
7 6 6
6 5 6
3 3 3
6 4 3
18 10 8
22 12 10
22 12 10
33 22 18
79 61 54
80 61 54
79 61 54
80 61 54
80 61 54
79 61 54
81 62 55
88 69 59
0 0 0
0 0 0
89 69 59
82 63 56
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
92 63 55
188 66 58
186 66 58
188 72 58
198 164 62
197 163 62
196 165 65
151 167 111
151 166 110
147 164 114
71 112 152
71 112 151
71 112 151
81 65 61
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
76 58 51
27 17 13
23 13 10
22 12 10
6 3 3
4 4 4
7 7 7
10 10 10
12 11 12
13 12 12
13 12 12
25 24 24
35 35 35
9 9 9
4 3 3
19 11 9
23 13 11
22 13 10
65 49 43
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
82 62 55
88 68 59
0 0 0
91 70 61
88 68 60
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
94 64 56
196 63 56
194 63 56
195 69 56
207 171 56
206 169 56
204 171 59
156 174 113
155 173 113
151 171 116
71 115 158
70 114 158
70 114 158
83 67 62
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
65 48 42
25 15 11
25 15 11
9 5 4
4 4 4
9 8 8
13 12 12
16 15 16
18 17 18
19 18 18
19 18 18
43 43 42
52 52 51
46 46 45
12 11 11
5 3 3
23 14 11
25 15 11
48 34 29
84 65 57
83 64 57
83 64 57
83 64 57
83 64 57
83 64 57
86 66 59
90 70 61
97 74 64
87 67 60
85 65 58
85 66 58
85 66 58
85 65 58
85 66 58
85 66 58
85 65 58
85 66 58
85 66 58
85 66 58
85 65 58
85 66 58
95 65 58
203 60 54
201 60 54
202 67 54
216 177 50
214 175 50
212 177 54
159 181 115
159 181 115
154 178 118
70 117 164
70 117 164
70 116 163
84 68 63
85 66 58
85 65 58
85 66 58
85 66 58
85 66 58
85 65 58
85 66 58
85 66 58
85 65 58
85 66 58
85 66 58
85 65 58
85 66 58
85 66 58
85 65 58
85 66 58
85 66 58
85 65 58
85 66 58
85 66 58
85 65 58
85 66 58
85 66 58
85 65 58
85 66 58
85 66 58
85 65 58
85 66 58
85 65 58
85 66 58
85 66 58
85 65 58
85 66 58
85 66 58
85 65 58
85 66 58
85 66 58
85 65 58
85 66 58
85 66 58
85 65 58
61 45 39
27 15 12
21 12 10
2 3 3
8 7 8
12 12 12
17 16 16
21 20 20
23 22 23
25 23 24
28 27 27
51 51 50
52 52 51
52 52 51
41 41 41
5 4 5
14 8 7
27 16 12
44 30 25
85 66 58
85 65 58
85 66 58
85 66 58
85 65 58
85 66 58
86 66 59
92 71 62
93 72 63
88 67 60
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
97 66 58
210 56 52
208 56 52
210 63 52
225 183 43
224 182 43
221 182 48
162 187 117
162 187 117
156 183 119
69 119 170
68 119 170
68 118 169
86 70 65
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
63 46 40
29 17 13
12 7 5
5 5 5
11 10 10
15 15 15
20 19 20
25 23 24
28 26 27
30 28 29
29 28 29
38 37 37
52 52 51
52 52 51
47 46 46
11 11 11
6 4 4
28 17 13
45 31 26
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
87 67 59
93 72 62
100 79 66
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
99 67 60
217 50 49
215 51 49
217 59 48
233 189 34
232 187 34
229 188 39
165 194 118
165 194 118
159 189 121
67 121 175
67 121 176
67 120 175
88 71 66
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
65 48 41
30 17 14
6 4 3
7 6 7
12 12 12
17 17 17
23 22 23
28 27 28
32 31 32
35 33 33
34 32 33
30 28 29
37 36 36
27 26 26
15 14 14
9 9 9
4 3 3
26 15 12
47 32 27
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
89 69 61
93 72 63
96 75 65
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
102 68 61
223 45 46
222 45 46
223 53 44
241 194 25
240 193 26
236 194 31
167 200 120
167 200 119
161 195 122
66 123 181
65 123 181
65 122 180
90 72 67
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
67 49 42
31 18 14
5 4 3
7 7 7
13 13 13
19 18 18
24 23 24
30 28 29
35 33 34
39 37 37
37 35 36
32 30 31
27 25 26
21 20 21
16 15 16
10 10 10
4 4 4
26 15 12
49 33 28
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
91 70 62
93 72 63
96 75 65
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
103 69 61
230 39 42
228 39 42
229 48 40
249 200 15
248 198 15
244 198 21
169 206 120
169 206 120
163 200 123
64 124 185
63 124 186
64 123 185
91 74 68
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
69 50 44
33 20 15
6 4 4
7 7 7
13 12 13
18 17 18
24 23 23
30 28 29
34 32 33
37 35 36
36 34 35
31 30 31
26 25 26
21 20 21
16 15 15
10 10 10
4 4 4
29 17 14
51 35 29
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
93 72 63
94 73 64
96 75 66
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
105 70 63
234 33 38
233 34 38
234 44 37
254 203 7
254 201 7
248 202 13
170 210 120
170 210 120
163 204 122
62 124 189
61 124 190
62 123 189
93 75 70
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
70 52 45
36 22 17
11 7 5
6 6 6
12 11 11
17 16 16
22 21 22
27 25 26
30 29 30
32 31 32
32 30 31
29 27 28
24 23 23
20 19 19
14 14 14
9 8 9
6 4 4
34 21 16
52 36 30
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
94 73 65
96 75 66
98 76 67
96 75 66
96 74 66
96 75 66
96 75 66
96 74 66
96 75 66
96 75 66
96 74 66
96 75 66
96 75 66
96 75 66
96 74 66
96 75 66
107 71 64
233 33 39
232 34 39
233 43 37
254 202 8
254 200 8
248 200 14
167 209 117
167 209 117
161 203 120
61 123 189
61 123 190
61 123 188
95 76 71
96 75 66
96 74 66
96 75 66
96 75 66
96 75 66
96 74 66
96 75 66
96 75 66
96 74 66
96 75 66
96 75 66
96 74 66
96 75 66
96 75 66
96 74 66
96 75 66
96 75 66
96 74 66
96 75 66
96 75 66
96 74 66
96 75 66
96 75 66
96 74 66
96 75 66
96 75 66
96 74 66
96 75 66
96 74 66
96 75 66
96 75 66
96 74 66
96 75 66
96 75 66
96 74 66
96 75 66
96 75 66
96 74 66
96 75 66
96 75 66
96 74 66
72 54 47
38 23 18
24 14 11
4 4 4
9 9 9
14 13 14
19 18 18
23 22 23
26 25 26
28 26 27
27 26 26
25 23 24
21 20 20
17 16 16
12 12 12
7 6 6
14 9 7
39 24 18
55 38 32
96 75 66
96 74 66
96 75 66
96 75 66
96 74 66
96 75 66
96 75 66
98 76 67
100 77 69
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
108 73 65
231 33 39
230 34 39
232 43 37
254 200 9
254 198 9
247 198 15
164 207 114
164 207 114
158 201 117
61 122 188
61 123 189
61 122 187
96 78 72
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
79 60 53
40 24 19
39 24 18
6 4 4
6 6 6
11 10 11
15 15 15
19 18 18
21 20 21
22 21 22
22 21 21
20 19 19
17 16 16
13 12 13
9 8 9
4 4 4
32 20 15
40 24 19
63 46 39
98 77 68
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
98 76 67
99 77 68
102 80 70
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
110 74 66
229 33 39
228 33 39
230 43 38
254 198 10
253 196 10
247 197 16
161 205 111
161 205 111
155 200 114
60 121 187
59 121 188
60 121 187
98 79 73
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
99 79 71
45 28 23
42 26 20
33 20 16
4 3 3
6 6 6
10 10 10
13 12 13
15 14 14
16 15 16
16 15 15
14 13 14
11 11 11
8 8 8
4 4 4
23 14 12
43 26 20
41 25 19
86 68 61
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
100 78 69
102 79 70
103 81 71
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
111 75 68
228 33 39
227 34 40
228 43 38
253 196 11
253 194 11
246 195 17
158 204 108
158 204 108
153 198 111
60 120 187
59 121 188
60 120 186
100 81 75
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
110 90 81
70 52 46
44 27 21
44 27 21
32 19 15
6 4 4
5 5 5
8 7 8
9 9 9
11 10 10
10 9 10
9 8 8
6 6 6
5 4 4
23 15 12
44 27 21
44 27 21
50 33 27
114 95 87
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
101 79 70
103 80 71
105 82 73
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
113 77 69
227 33 39
226 34 40
228 43 38
253 195 12
253 193 12
246 193 17
155 203 105
155 203 105
150 197 109
59 119 186
59 120 188
59 119 186
101 82 76
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
102 80 71
101 79 69
100 77 68
99 77 67
99 76 67
100 77 68
101 78 69
102 80 71
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
105 83 74
119 101 93
53 35 29
46 29 22
46 29 22
41 26 20
20 13 10
5 4 4
3 3 3
3 4 4
3 4 4
4 3 3
15 10 8
36 23 18
46 29 22
46 29 22
47 29 23
104 86 79
111 90 81
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
103 81 71
105 82 73
107 84 74
104 82 73
104 82 73
104 82 73
104 82 73
104 82 73
104 82 73
104 82 73
104 82 73
104 82 73
104 82 73
104 82 73
104 82 73
104 82 73
114 78 70
225 33 39
224 33 39
226 43 38
252 193 13
251 191 13
245 192 18
153 201 102
153 201 102
147 195 106
59 118 185
58 119 186
59 118 185
102 84 78
